	layer_id	name	D	Lambda	M	N	alpha	alpha_weighted	best_fit	bulk_mean_loc_ratio	bulk_mean_part_ratio	bulk_mean_vec_entropy	bulk_var_loc_ratio	bulk_var_part_ratio	bulk_var_vec_entropy	entropy	has_esd	lambda_max	layer_type	log_alpha_norm	log_norm	log_spectral_norm	matrix_rank	norm	num_evals	num_pl_spikes	rank_loss	rf	sigma	spectral_norm	stable_rank	sv_max	tail_mean_loc_ratio	tail_mean_part_ratio	tail_mean_vec_entropy	tail_var_loc_ratio	tail_var_part_ratio	tail_var_vec_entropy	warning	xmax	xmin
40	100		0.10550035793572266	-1.0	64.0	128.0	7.175795447140827	3.803729975030232	lognormal	19.991846065441734	2.17451784485432	3.6774771011409713	9.104310829548686	0.009642319318903659	0.008094225574917633	0.9292242020448838	1.0	3.389048745867255	LAYER_TYPE.CONV2D	4.113566769375883	2.435383116093384	0.5300778154909385	576.0	272.5104218916799	576.0	22.0	0.0	9.0	1.3166840133961417	3.389048745867255	80.40911840645263	1.8409369206649246	20.099350857652308	2.1818869507988805	3.6829078781323545	11.594666155598569	0.01439151116903971	0.006890244563863918	under-trained	3.389048745867255	1.7077731236226419
41	102		0.1334710487750228	-1.0	64.0	64.0	5.953925121296371	1.8399198504131908	truncated_power_law	20.001598765222298	2.1720267309771857	3.6737004459940543	8.905327512991729	0.008530891250951871	0.007445033719799211	0.8883292685251477	1.0	2.0371657555121887	LAYER_TYPE.CONV2D	2.259802114740979	2.1306916298495593	0.30902636713250736	576.0	135.11128668391072	576.0	27.0	0.0	9.0	0.9533833341085698	2.0371657555121887	66.32316801827486	1.4272931568224478	18.778266151909445	2.1244178066143635	3.6643811093143888	11.194045377014357	0.013077274256596829	0.004779587966604907	success	2.0371657555121887	0.9867348789754378
42	105		0.1004578675789517	-1.0	128.0	256.0	7.391485148633159	6.062635462333442	truncated_power_law	36.383948837825606	2.5679598916098145	3.95364338854367	23.68614618478501	0.0075940369174217525	0.007001104845870365	0.9340725511274608	1.0	6.610264719132948	LAYER_TYPE.CONV2D	6.7846265348057155	3.0528902791100854	0.8202188518845296	1152.0	1129.5105171818045	1152.0	33.0	0.0	9.0	1.1126147527497154	6.610264719132948	170.87220635998366	2.571043507825752	33.73095872815996	2.4974985453653127	3.9107871531534455	32.90148566316294	0.01667085519251083	0.01017969128281945	under-trained	6.610264719132948	4.008366908899511
43	107		0.10999863087734363	-1.0	64.0	128.0	3.704402969160079	2.186505130640661	truncated_power_law	20.10878117690635	2.1775907567966053	3.682582026639008	9.221912632452614	0.009659995981284827	0.007303164101173852	0.9259910045306536	1.0	3.8926463188656766	LAYER_TYPE.CONV2D	3.123541178727918	2.5104759613064562	0.5902449460395558	576.0	323.9484910211473	576.0	72.0	0.0	9.0	0.3187169464256876	3.8926463188656766	83.22063308221293	1.9729790467376171	19.172131925894497	2.136918754708474	3.6269158217514477	7.697599735529486	0.008547622457787412	0.008128322108082127	success	3.8926463188656766	1.243405862229854
44	109		0.12121839745621665	-1.0	64.0	64.0	5.5207605902887495	2.5781509120588355	truncated_power_law	20.036029675603608	2.1748097346692314	3.6794369490521754	9.113462548755656	0.009371567567015047	0.0075820352047945875	0.8844788803630055	1.0	2.9308391130423015	LAYER_TYPE.CONV2D	2.8453784248144554	2.1957045025386734	0.4669919787128447	576.0	156.92946802622137	576.0	22.0	0.0	9.0	0.9638293963217737	2.9308391130423015	53.54421105132712	1.711969366852778	19.47820734683346	2.1488004596196095	3.672207744719333	10.54278702977121	0.012207957457573464	0.00844045427104347	success	2.9308391130423015	1.24400266119139
45	112		0.12662494868732016	-1.0	128.0	256.0	2.8256820303136756	2.4072263601467094	lognormal	35.89425636706258	2.5546945438299704	3.9475232739048995	23.275846150154365	0.00793148606229164	0.007192430363023756	0.9318738965236153	1.0	7.110658998817824	LAYER_TYPE.CONV2D	3.887318963770616	3.0861651918341466	0.8519098519657168	1152.0	1219.453352064112	1152.0	282.0	0.0	9.0	0.10871778280115688	7.110658998817824	171.49653109041668	2.6665818942642328	35.10945094751989	2.5384957170536033	3.9308585343009863	28.909833757934283	0.010062723831967846	0.00901906121453791	success	7.110658998817824	1.4533902277925237
46	114		0.1313584777877781	-1.0	64.0	128.0	2.3271250124022895	1.466988653546955	truncated_power_law	19.873090291220553	2.1691032900559057	3.676413649918955	8.53839720778908	0.008600297168503421	0.006794043463786277	0.9185611964799695	1.0	4.269595169942284	LAYER_TYPE.CONV2D	2.8280856875778593	2.5556610868847662	0.630386698492224	576.0	359.46870481821026	576.0	224.0	0.0	9.0	0.08867226974691939	4.269595169942284	84.19269052692636	2.066299874157254	19.608853467886455	2.1574070853422804	3.664848761285407	9.743319907768496	0.01120385912645992	0.008251020270142297	success	4.269595169942284	0.51209555422962
47	116		0.12892787370067388	-1.0	64.0	64.0	2.8241309772584517	1.687785005837566	truncated_power_law	19.83337229949217	2.166574105896327	3.6761299716929545	10.064615765908126	0.010484879417919887	0.007339705233509217	0.8745456561383412	1.0	3.95940440456271	LAYER_TYPE.CONV2D	2.5637534716231123	2.306340210798692	0.5976298618685162	576.0	202.46045605931954	576.0	92.0	0.0	9.0	0.19017880094320264	3.95940440456271	51.13406850434616	1.9898252196016388	18.75263112023933	2.1288121216689904	3.6462632776557564	7.798716651117689	0.011047886796412377	0.007904516418875105	success	3.95940440456271	0.7107993062388217
48	119		0.10855764115032257	-1.0	128.0	256.0	3.625136467219698	3.2748098802087977	truncated_power_law	36.0772538062156	2.55785225417201	3.944467402120747	23.666731431796105	0.007990556209090428	0.007361365023328488	0.9335817138153067	1.0	8.005008933935098	LAYER_TYPE.CONV2D	4.42375794849372	3.099253491049787	0.9033618209469549	1152.0	1256.7633031817627	1152.0	151.0	0.0	9.0	0.21363057597226842	8.005008933935098	156.99711437598154	2.8293124489768	33.814668882072716	2.50795684451069	3.908668233728402	32.381107616315624	0.016651460277992546	0.011807699688292731	success	8.005008933935098	2.337685259823908
49	121		0.08813326521855708	-1.0	64.0	128.0	3.459296416438512	2.7028606574666485	truncated_power_law	19.597843506001986	2.157333003094646	3.6675724516839776	9.902874351267753	0.011165869044671428	0.008456433134980217	0.9156630108723454	1.0	6.044111711902966	LAYER_TYPE.CONV2D	3.523510366564318	2.5988691996372637	0.7813324827044902	576.0	397.07194174207734	576.0	61.0	0.0	9.0	0.31488063999093907	6.044111711902966	65.69566557813683	2.458477519096517	18.768592265262264	2.114121663502599	3.6136010495014363	21.150383666061586	0.03985750657616848	0.02847815027258552	success	6.044111711902966	1.65115471224233
50	123		0.15680535340116386	-1.0	64.0	64.0	2.819199209644075	1.804462348241983	lognormal	19.744948719396156	2.165071740803489	3.6726142413677945	8.883843488754643	0.009070329347382229	0.007707433641962135	0.8814717612716794	1.0	4.3657817652974655	LAYER_TYPE.CONV2D	3.0533923204028888	2.517568716859391	0.6400620226017292	576.0	329.2825504095572	576.0	108.0	0.0	9.0	0.17505252556626022	4.3657817652974655	75.42350216104339	2.089445324792555	19.534307064827885	2.1557001487706566	3.6779516332305358	9.826410928450196	0.012439772832795003	0.008619109203947777	success	4.3657817652974655	1.0451545954983545
51	126		0.10615048132313964	-1.0	128.0	256.0	2.689158672620458	2.5456050726027244	truncated_power_law	36.22579194405255	2.5611316221435723	3.950138707475367	24.788479050228002	0.0076108301052777395	0.007021958118217596	0.9218002232009022	1.0	8.843367099585604	LAYER_TYPE.CONV2D	3.9564155606222577	3.089620424808683	0.9466176535139716	1152.0	1229.1939805216366	1152.0	258.0	0.0	9.0	0.10516242552085737	8.843367099585604	138.99615007266135	2.9737799346262332	33.770504236658795	2.485567237008508	3.8778815189647116	44.82021892633394	0.03477377921316356	0.02347347984374171	success	8.843367099585604	1.4829973623705868
52	128		0.08045745232979606	-1.0	64.0	128.0	2.974108353705608	2.2922865237892154	truncated_power_law	19.40464771921186	2.1486446224735043	3.663355986548174	9.349736963506937	0.010873633990709477	0.00732460618649336	0.9238954003479789	1.0	5.898580104668527	LAYER_TYPE.CONV2D	3.363714113565552	2.657930138275866	0.770747481655511	576.0	454.91487549034196	576.0	132.0	0.0	9.0	0.17182407740781697	5.898580104668527	77.12277656961753	2.428699261882485	17.4019411258971	2.0484315351900366	3.576703746366257	24.30871604877346	0.055878503840368576	0.04116171456029144	success	5.898580104668527	1.132394437668906
53	130		0.09382884054687324	-1.0	64.0	64.0	3.344375946200706	3.852348707062648	truncated_power_law	19.70238583508811	2.1634317193067045	3.6681590009717273	9.080715917617345	0.00963954844536265	0.008633409741470754	0.8874879994111063	1.0	14.186937451171268	LAYER_TYPE.CONV2D	4.698229844694157	2.9527975135497986	1.1518886539771378	576.0	897.0104727790916	576.0	107.0	0.0	9.0	0.2266393771233176	14.186937451171268	63.2279148242128	3.766555117235279	20.713406388552364	2.19371444513961	3.6789467792313033	9.035550558059501	0.007960085062022365	0.006001667547264748	success	14.186937451171268	3.0371767700182093
54	131		0.08236297335475473	-1.0	256.0	256.0	3.1693162906857077	4.672529468018115	truncated_power_law	62.64093710008843	2.973900796107647	4.024215258030972	85.71413509721302	0.013114232681285223	0.011559357317357728	0.7363287034012999	1.0	29.80588616814397	LAYER_TYPE.CONV2D	4.772577159413699	2.3834558538572477	1.4743020385028136	256.0	241.79975353831867	256.0	23.0	0.0	1.0	0.4523337152567973	29.80588616814397	8.112483291865692	5.459476730250251	71.38317672966247	3.0558950523212283	4.115965713035469	193.6969259426356	0.024186921668408957	0.006843618851876734	success	29.80588616814397	3.6597673859012483
55	133		0.12484890289888217	-1.0	68.0	256.0	7.185741920905507	-2.6076601877054943	truncated_power_law	9.8166559732099	1.656038582446416	3.129868304977981	10.092495653905512	0.043520487648886684	0.11013424621825638	0.9792905156125723	1.0	0.4336170392059698	LAYER_TYPE.CONV2D	-2.350934311849901	1.0665632335067416	-0.3628936603079243	68.0	11.656367558117651	68.0	10.0	0.0	1.0	1.956103348804652	0.4336170392059698	26.881710136351057	0.6584960434246889	7.832798292555672	1.5786498330908767	2.8254702013156114	2.117618477507173	0.008430343698826608	0.05119951785617208	under-trained	0.4336170392059698	0.2560511919202129
56	134		0.09951496715850205	-1.0	256.0	256.0	1.6384730033760366	2.9990700938043937	truncated_power_law	66.80055956511798	3.0400172011197926	4.074002701316182	60.877367513689144	0.006228367043431592	0.007679898611636275	0.7383569426059897	1.0	67.67146197595662	LAYER_TYPE.CONV2D	3.430025805217774	2.690780149400837	1.8304055590936668	256.0	490.6594293444857	256.0	129.0	0.0	1.0	0.05621441344868745	67.67146197595662	7.250610745173717	8.226266587945993	64.61323680847694	3.0103902066850514	4.053801845905691	74.12298689713936	0.010562787389050102	0.008378946306131969	over-traoined	67.67146197595662	0.3365337218689295
57	135		0.12755540092619366	-1.0	68.0	256.0	3.8021273759825136	3.8137655719884886	truncated_power_law	19.838176200521335	2.161100015121464	3.690466777518086	8.9008373847859	0.012891412843594859	0.008404861970549635	0.9265262927146096	1.0	10.07073039400627	LAYER_TYPE.CONV2D	4.146473080529419	2.1687005895928246	1.0030609695191939	68.0	147.4689505336247	68.0	15.0	0.0	1.0	0.723506177408811	10.07073039400627	14.643322258075028	3.17344141178095	20.722709806203955	2.191093852640335	3.679335917291382	18.24699798808933	0.020661746916821693	0.004776032012726543	success	10.07073039400627	3.3311572368558635
58	139		0.0520366280446779	-1.0	128.0	256.0	4.167805080667642	4.035042138385708	truncated_power_law	35.66557006539063	2.552779024183933	3.9404266575243683	25.902715992972542	0.009362005415104683	0.008144409472899983	0.923016748136538	1.0	9.29277874686512	LAYER_TYPE.CONV2D	4.30287480895681	2.8467101642232016	0.968145597091919	1152.0	702.6032659616612	1152.0	65.0	0.0	9.0	0.39291786241095705	9.29277874686512	75.60744585667463	3.0484059353808375	35.35714880482424	2.5293293674082507	3.9235410749114505	42.214576378979565	0.020759774645911257	0.01132959785483148	success	9.29277874686512	1.999610817822276
59	141		0.09166983815391883	-1.0	64.0	128.0	5.660656312072208	3.007552029974428	truncated_power_law	19.45811857393975	2.1541270508785346	3.6662688572676374	9.77366859306717	0.01079606786652908	0.008085828681357892	0.9262403582180814	1.0	3.398662253510855	LAYER_TYPE.CONV2D	3.623858289396591	2.4655939155995763	0.5313080081474593	576.0	292.14194449432495	576.0	34.0	0.0	9.0	0.7992959633558868	3.398662253510855	85.95792188309949	1.8435461083224511	17.7674358729363	2.0850628021767346	3.6326222954574625	13.036995275866571	0.01890390365893208	0.005332217293959034	success	3.398662253510855	1.641433019626125
60	143		0.062431834382186246	-1.0	64.0	64.0	3.94271308889619	2.982425813987374	lognormal	19.7576601866623	2.1663016474988797	3.668373975582748	9.64213087814286	0.010002034716222965	0.008037741117198507	0.8861811067400799	1.0	5.707421947817839	LAYER_TYPE.CONV2D	3.177135981674382	2.331211062307865	0.7564399809833335	576.0	214.39322753176384	576.0	48.0	0.0	9.0	0.4247440485055126	5.707421947817839	37.56393508171135	2.389021127536933	19.97928229134266	2.1784653631296353	3.690337557262405	9.957174247654626	0.009755054566632679	0.007113011928260621	success	5.707421947817839	1.1332585385481007
61	146		0.08534569776093925	-1.0	128.0	256.0	3.0246025382893396	2.8352976564033017	truncated_power_law	36.67921478774298	2.5744406444023986	3.9570780094888094	22.818031098021486	0.007233064035454283	0.006647944777324662	0.9250511784465336	1.0	8.657881754753044	LAYER_TYPE.CONV2D	3.785620297127712	2.9638938697852666	0.9374116501293737	1152.0	920.2246654289894	1152.0	190.0	0.0	9.0	0.14688010574413615	8.657881754753044	106.28750674768689	2.9424278673831656	36.50741255292	2.5657423079410093	3.9495091243421423	24.569218224257632	0.008291593636368692	0.007053386204624018	success	8.657881754753044	1.4314155520438399
62	148		0.13735179781652207	-1.0	64.0	128.0	5.14492707229157	1.8626283445092702	lognormal	20.159241817701655	2.179158866561292	3.679143907538531	8.26553335314786	0.00803936957929897	0.007033986647971114	0.9377592785097955	1.0	2.3016115100374854	LAYER_TYPE.CONV2D	2.8456367254027777	2.417208420861838	0.3620320207337066	576.0	261.3415249168535	576.0	54.0	0.0	9.0	0.5640531304534727	2.3016115100374854	113.54719238113174	1.517106294904047	19.808754248003147	2.167529609986768	3.673072013191774	12.031573693928012	0.014082478467908239	0.00895159748869559	success	2.3016115100374854	1.1463075389521373
63	150		0.13865230483210567	-1.0	64.0	64.0	4.164165508594374	0.31761063599758715	lognormal	20.031152075688652	2.1767928677049975	3.6723755870469246	8.813662221036996	0.009159434692485383	0.007756415432456672	0.8978812212440026	1.0	1.191989245937852	LAYER_TYPE.CONV2D	1.4599455341399976	2.047153108446186	0.07627233724069664	576.0	111.46874420646157	576.0	65.0	0.0	9.0	0.39246642905483103	1.191989245937852	93.51489083171924	1.091782600125983	19.77100490073541	2.1617655376506404	3.6616164430425036	9.659194938357416	0.012033839805331289	0.011020505460413433	success	1.191989245937852	0.5194227478006227
64	153		0.10926129981619248	-1.0	128.0	256.0	5.510089497480217	3.884235276539927	truncated_power_law	35.21393866621821	2.5376720665404964	3.9288121436419843	26.039636766312345	0.010927111025090502	0.008867721906212616	0.9271560708919855	1.0	5.0691066833418885	LAYER_TYPE.CONV2D	4.653333079029898	2.8592750994774323	0.7049314313889459	1152.0	723.2277799095693	1152.0	38.0	0.0	9.0	0.7316331277081675	5.0691066833418885	142.6736159028261	2.2514676731727437	34.31155699536528	2.5133848536189087	3.909477068485707	18.642669331009873	0.01338980206420094	0.009483645982916154	success	5.0691066833418885	2.526806475409761
65	155		0.12083213300124651	-1.0	64.0	128.0	3.8617970792706084	2.0161920001875053	truncated_power_law	19.635677821503357	2.1607158271851095	3.6685188305563896	9.57898589902096	0.011329826969104347	0.008014072544496886	0.9183960903512853	1.0	3.3272579296387335	LAYER_TYPE.CONV2D	2.902043875800059	2.4191339492570507	0.5220864687608886	576.0	262.5028054793896	576.0	65.0	0.0	9.0	0.3549622411755019	3.3272579296387335	78.89463667395681	1.824077281706763	18.530738546549486	2.1172815154035876	3.6405184748359423	11.292552828954197	0.018045872818012648	0.01896783330176175	success	3.3272579296387335	1.1183402779409906
66	157		0.14084691344929057	-1.0	64.0	64.0	3.0021520828802637	0.7364341017223235	truncated_power_law	20.0347187663039	2.1738837336312904	3.675834504219583	8.768638302390066	0.009100832322779983	0.008054038322183243	0.882596625514384	1.0	1.7591467235931402	LAYER_TYPE.CONV2D	1.9236569002314785	2.1178911696007607	0.24530206378345393	576.0	131.18711143967556	576.0	100.0	0.0	9.0	0.20021520828802636	1.7591467235931402	74.57428631747084	1.3263282865087136	18.496715225198265	2.1228804701065385	3.649626859907837	8.65536783269702	0.011279306651525442	0.006908495860218797	success	1.7591467235931402	0.4527621141773558
67	160		0.08040819101425278	-1.0	128.0	256.0	3.8937257298626884	3.3908682380626938	truncated_power_law	36.53672671534273	2.5708299586515615	3.9567672055900216	21.37258387766932	0.006515100887842059	0.006255591226433356	0.9276376864471255	1.0	7.42770101374429	LAYER_TYPE.CONV2D	4.279680038401013	2.944898760540403	0.8708544138218672	1152.0	880.8435134654694	1152.0	74.0	0.0	9.0	0.3363887832687726	7.42770101374429	118.5889835678022	2.7253808933329466	35.3864249654322	2.54231540138092	3.9335487399464464	24.340153674707942	0.006949552121233469	0.005792175176528501	success	7.42770101374429	2.31293037330418
68	162		0.10394497942839243	-1.0	64.0	128.0	4.379742425501911	1.8199857236574135	truncated_power_law	19.962044375394917	2.1740536292832724	3.6769169440406353	8.468050284060011	0.008848345644213823	0.006675344475646038	0.9369541557348767	1.0	2.6034323181318126	LAYER_TYPE.CONV2D	2.624484398855922	2.382591199098943	0.4155462917317212	576.0	241.3188233679283	576.0	62.0	0.0	9.0	0.42922771726667464	2.6034323181318126	92.69256653504839	1.6135155153055742	19.882845203143034	2.1706952857452024	3.672293495023399	11.425403640267211	0.01217885917489914	0.0075697072948981824	success	2.6034323181318126	0.975453449837495
69	164		0.11324684728773238	-1.0	64.0	64.0	4.837957549984409	0.4483280369804081	lognormal	19.89471593957895	2.1699078993265446	3.6761064923362343	8.740418577821528	0.009556641814757552	0.007242406342855796	0.9016914050562265	1.0	1.237852406735862	LAYER_TYPE.CONV2D	1.2265387421270084	2.022849037166496	0.09266886539379678	576.0	105.40204501695418	576.0	55.0	0.0	9.0	0.5175100904678501	1.237852406735862	85.14912152967626	1.112588156837858	19.20924967868746	2.137602156098392	3.6437412931288007	12.728317002567684	0.015542312227386999	0.009377671815251247	success	1.237852406735862	0.5253202643963939
70	167		0.11236923731005799	-1.0	128.0	256.0	3.0058213318759637	2.15976521498891	truncated_power_law	36.06338149529767	2.5579050982418687	3.946665584330154	25.096199230605265	0.008556243103239701	0.007715567706201746	0.9269990506349108	1.0	5.230310551639304	LAYER_TYPE.CONV2D	3.436276881114142	2.8718330545114514	0.7185274760296476	1152.0	744.4457493396626	1152.0	220.0	0.0	9.0	0.13523244660766118	5.230310551639304	142.3329918921039	2.2869872215732436	35.58274128182616	2.543238900622855	3.933346531674879	25.961176481046394	0.009072918166143725	0.007384328414221036	success	5.230310551639304	1.0714754656947731
71	169		0.10035936608297036	-1.0	64.0	128.0	3.6260599127372424	1.8013891916889768	truncated_power_law	19.72200642511094	2.1646474879855995	3.6620129339166074	9.943821752412761	0.010777365324275793	0.007775596390611286	0.9267761472158599	1.0	3.138988273122472	LAYER_TYPE.CONV2D	2.6605993558430825	2.3922515324453104	0.49678969323183164	576.0	246.74680189080283	576.0	82.0	0.0	9.0	0.289999803727552	3.138988273122472	78.6071117256371	1.7717190164138534	19.58106378966285	2.15811529878103	3.6751741835895397	11.353086345405757	0.010454565674762245	0.009207144871680135	success	3.138988273122472	0.8744285378026808
72	171		0.11107216178059143	-1.0	64.0	64.0	4.013454648579156	0.9991157422135533	truncated_power_law	19.707316440166995	2.1638064781276456	3.6718188832466065	9.22499578387578	0.00955736403637802	0.00788855658833984	0.8878030955816654	1.0	1.773950839008387	LAYER_TYPE.CONV2D	1.8489792021071418	2.0863664342440518	0.2489415801838599	576.0	122.00185505829245	576.0	57.0	0.0	9.0	0.39914181885911626	1.773950839008387	68.77409022591051	1.3318974581432261	18.454414958402626	2.1100523707226975	3.6458377805913162	13.579573580762869	0.019720158819213098	0.007725663845938029	success	1.773950839008387	0.6240102431072974
73	174		0.051891143354556246	-1.0	128.0	256.0	4.200086593829445	4.462930166183016	lognormal	36.38871400494159	2.5684299141340006	3.9548499067626097	20.756455577874465	0.006881662236481198	0.006923466622957185	0.930254146706318	1.0	11.549960864523861	LAYER_TYPE.CONV2D	4.625922597088954	2.917797794515234	1.0625805126826975	1152.0	827.5567674296241	1152.0	74.0	0.0	9.0	0.37200251030842446	11.549960864523861	71.65017935008731	3.3985233358804323	35.63700845751545	2.5533419937627837	3.9378744732299826	25.813353158597348	0.009478481704442192	0.006917272362624358	success	11.549960864523861	2.1485641233773234
74	176		0.084345620955256	-1.0	64.0	128.0	3.534951333457956	2.0397657956161614	lognormal	20.044066528400563	2.175292012812654	3.674385904085814	9.048568936637352	0.009128590842575982	0.0076722004299191	0.9351085425485437	1.0	3.7759650949635697	LAYER_TYPE.CONV2D	2.4243314823926356	2.3328761213416533	0.5770279710246602	576.0	215.21677603517912	576.0	110.0	0.0	9.0	0.24169812620103895	3.7759650949635697	56.996495100613615	1.9431842668577701	19.625306851338173	2.161881576607286	3.6653808322970884	9.929682786538518	0.010178388723226305	0.008153453964091737	success	3.7759650949635697	0.6347836050440244
75	178		0.07690683341697441	-1.0	64.0	64.0	6.590391887802687	1.8873109091038471	lognormal	19.707773263146628	2.164851407997637	3.667803212742847	9.518264981585922	0.01067845083955882	0.007624387681598718	0.8982745798295052	1.0	1.9336287424201952	LAYER_TYPE.CONV2D	1.939699589797405	2.0117137863408874	0.2863730930169463	576.0	102.73390264002246	576.0	23.0	0.0	9.0	1.1656772888346014	1.9336287424201952	53.130107339756044	1.3905497986121156	19.644284745038686	2.1565345869419965	3.648926167403212	11.478273527915269	0.01002532793561175	0.006886219569418603	under-trained	1.9336287424201952	0.7097987169486444
76	181		0.09593465135222962	-1.0	128.0	256.0	3.322530033669811	2.331099783230922	truncated_power_law	36.39910539537042	2.565124436598537	3.950075153996245	23.63540418687513	0.008104369970826102	0.007281986645494429	0.9265584853421769	1.0	5.030415125686101	LAYER_TYPE.CONV2D	3.512631220272092	2.841824777502005	0.7016038258821	1152.0	694.743956364512	1152.0	146.0	0.0	9.0	0.19221395323209914	5.030415125686101	138.10867274492688	2.24285869498863	35.276515936214935	2.544171837456434	3.937421031181666	23.459421860935834	0.008382505314911417	0.007833789744221598	success	5.030415125686101	1.292245874431484
77	183		0.11230312165079481	-1.0	64.0	128.0	2.7541241536602667	1.2149547251432191	truncated_power_law	19.92678814188367	2.1728719761822988	3.678210914389346	8.422303459287484	0.00845206170060336	0.0066716562680445915	0.9224234861810303	1.0	2.7614688190797754	LAYER_TYPE.CONV2D	2.404822342519039	2.3581668285426227	0.44114014378347055	576.0	228.12182038363687	576.0	163.0	0.0	9.0	0.13739360739306855	2.7614688190797754	82.60887061533275	1.661766776379819	20.008901522395394	2.1683289420033365	3.6809151704166925	10.48774764558538	0.010546065237293883	0.007543995504505784	success	2.7614688190797754	0.4841566293729671
78	185		0.11111111111111038	-1.0	64.0	64.0	12.8692555561433	3.0963112928099985	truncated_power_law	19.766618972629594	2.1655256429730803	3.6730968397201456	8.79247487230254	0.009476940695445827	0.007448411131837935	0.8825887243108816	1.0	1.7401935114719698	LAYER_TYPE.CONV2D	3.2196770199116362	2.057121187688726	0.24059754500188907	576.0	114.05680129213444	576.0	9.0	0.0	9.0	3.956418518714433	1.7401935114719698	65.54259657919177	1.3191639441221739	16.125087134036075	2.0501421688798906	3.605003692347581	2.907380919020265	0.005410857723594923	0.0061763256625170715	under-trained	1.7401935114719698	1.2586250061285185
79	188		0.114451098682116	-1.0	128.0	256.0	5.222474484725313	3.4834144320344733	lognormal	36.62696402492029	2.5719269459737704	3.9538764959514827	22.382370832076003	0.007000555632609161	0.006716150076405269	0.9303588987227859	1.0	4.6452018046293215	LAYER_TYPE.CONV2D	4.447194612638753	2.8736776851621455	0.6670045860870665	1152.0	747.6144470181052	1152.0	54.0	0.0	9.0	0.5746059966387966	4.6452018046293215	160.94337306789268	2.1552730232221906	36.19151288215804	2.5621797330259657	3.9557421448450354	28.99963360465841	0.008725324214462286	0.008351413357608395	success	4.6452018046293215	2.2932511974566303
80	190		0.1445022679978829	-1.0	64.0	128.0	3.358628505850654	0.8326788879831735	lognormal	19.79608984085003	2.1674722938811515	3.6692240390033617	8.546698545080575	0.009153916195925045	0.007885617579616377	0.9405430825036802	1.0	1.7697922754733963	LAYER_TYPE.CONV2D	2.1683921805709745	2.338514046846196	0.24792229522635975	576.0	218.0288915438079	576.0	144.0	0.0	9.0	0.19655237548755453	1.7697922754733963	123.19462264885749	1.3303353996167269	19.852261250379673	2.1665666724000388	3.6622809771537126	8.60138024986506	0.009665652277091203	0.008246840152948718	success	1.7697922754733963	0.5555648221712733
81	192		0.1580589257654938	-1.0	64.0	64.0	4.9097743779489775	0.046033609746799306	lognormal	19.76195751869017	2.1650507242775374	3.6697994007220567	8.724288542837897	0.009527753419129828	0.00825414989681198	0.9012655541855162	1.0	1.0218235588874285	LAYER_TYPE.CONV2D	1.1585497675164822	2.021732356414994	0.009375911437712442	576.0	105.13137787615152	576.0	56.0	0.0	9.0	0.5224655779240102	1.0218235588874285	102.88603835932261	1.01085288686704	19.496792960349364	2.1608244017946516	3.644780567504495	6.688243899000805	0.007909850117507508	0.006010290416335918	success	1.0218235588874285	0.5292976935568806
82	195		0.11283895335312089	-1.0	128.0	256.0	3.5797501147417603	1.952378700484638	lognormal	36.11845280879879	2.5621774793418224	3.947614307167961	23.249889145631116	0.007301377540819466	0.0072566373850232666	0.9336360666599527	1.0	3.5107123552936215	LAYER_TYPE.CONV2D	3.294769566564913	2.803028069329042	0.5453952476862985	1152.0	635.3719958993745	1152.0	179.0	0.0	9.0	0.19281957662888247	3.5107123552936215	180.98093252821752	1.8736895034379686	34.689742206991234	2.5304195653684975	3.926812397222207	25.177141489271726	0.008289338049246257	0.008007533832430063	success	3.5107123552936215	1.0963968213293882
83	197		0.13506550237189618	-1.0	64.0	128.0	3.656529015903282	0.8934074257347816	lognormal	19.937650936681834	2.1686504995947944	3.672620553709111	8.651621837846173	0.008585740972229462	0.006970444595548386	0.9365704060896999	1.0	1.7552222009201806	LAYER_TYPE.CONV2D	2.1685698523264354	2.3146121647411224	0.24433210343719391	576.0	206.35365457278192	576.0	111.0	0.0	9.0	0.2521465756393118	1.7552222009201806	117.56554495755603	1.3248479916277869	20.103510487942128	2.1734278627866463	3.680150833069191	9.252250410050198	0.008666028149333559	0.005843565266985138	success	1.7552222009201806	0.6243750512288506
84	199		0.15128617568591884	-1.0	64.0	64.0	5.109045335968258	0.3130742728737599	lognormal	19.751887727428265	2.1655935632210377	3.6737060006258218	8.951969033045474	0.00992541818021194	0.006630359632501764	0.8977529314259204	1.0	1.1515384115804754	LAYER_TYPE.CONV2D	1.276379761436602	2.0284231540884172	0.06127842919491858	576.0	106.76358637969713	576.0	49.0	0.0	9.0	0.587006476566894	1.1515384115804754	92.71387328987588	1.0730975778467098	18.590418881919327	2.1353890074898	3.6481145437433855	5.428884834342026	0.0065356243320530884	0.007500387577547306	success	1.1515384115804754	0.5757524822875089
